Name,Brand,Description,Notes,Image URL,Wood,Fire,Earth,Metal,Water,Gender,Top,Middle,Base,Female_Score,Male_Score,key,matched_keywords,all_text,Review_Reason
Une Nuit a Doha Eau de Parfum,Stephane Humbert Lucas 777," While the 777 line is dedicated to paying tribute to the great cultures and natural ingredients of the Middle East, St챕phane Humbert Lucas is in no way fenced in by the conventions or styles of traditional middle eastern perfumery. And we're thankful for that, because Une Nuit ? Doha, a soft, deliciously sweet immortelle and vanilla scent inspired by summer nights in the capital of Qatar, is nobody's idea of an indulgently rich Middle Eastern gourmand.Instead, it glows like a hazy, dreamlike moon, calm but deep, on a city night where the intensity of the day's heat has faded but not vanished. Warm winds carry the exotic scents of night markets: fennel, ginger, crystallized mandarin, while the sweetness of the immortelle blends into a comfortable brown tobacco from the neighborhood cafes, where games and conversations amongst old men run late into the night. As the base of creamy, beautiful vanilla absolute begins to warm, the fragrance hugs closer to the skin, drawing people together as the desert night seems to stretch on into eternity. This is seduction for adults- calm, assured, and utterly lovely.Presented in a genuine gold-lettered transparent bottle, adorned with a unique hand-milled gold honeycomb top and a small faceted peach-colored Swarovski crystal.","Fennel, crystallized mandarin, ginger, immortelle flower from Corsica, vetiver from Hati, brown tobacco, absolute of vanilla.",https://static.luckyscent.com/images/products/65508.jpg?width=400&404=product.png,0.2,0.2,0.6,0.0,0.0,unknown,,,,0.4,0.6,stephane humbert lucas 777|une nuit a doha eau de parfum|unknown,,"une nuit a doha eau de parfum stephane humbert lucas 777  fennel, crystallized mandarin, ginger, immortelle flower from corsica, vetiver from ha챦ti, brown tobacco, absolute of vanilla. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]
Cacti Eau de Parfum,Regime des Fleurs," Many of the Huichols and North American peyotists claim that when one eats peyote, one is tasting oneself: ""If the user is pure, this cactus is sweet.""  ?Peter Stafford, author of Psychedelics EncyclopediaCacti is a vivid, crisp and quenching scent, loaded with mouthwatering notes of cucumber, mat챕, aloe vera, and an exquisitely juicy essential oil of pure Italian bergamot. Delicately sweet and light florals float almost weightlessly, while a surprisingly cool-inflected Baltic amber provides depth and backbone without adding a hint of heaviness. Like any good peyote experience, this wondrous skin scent doesn't so much cover you up as much as reveal your best, truest self.","Italian bergamot essential oil, shiso, black tea, jasmine sambac absolute, heliotrope, cucumber water, mat absolute, Baltic amber, aloe vera",https://static.luckyscent.com/images/products/65110.jpg?width=400&404=product.png,0.1299,0.4026,0.3377,0.1299,0.0,unknown,,,,1.0,0.0,regime des fleurs|cacti eau de parfum|unknown,,"cacti eau de parfum regime des fleurs  italian bergamot essential oil, shiso, black tea, jasmine sambac absolute, heliotrope, cucumber water, mat챕 absolute, baltic amber, aloe vera ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]
Fougere d'Argent Eau de Parfum,TOM FORD Private Blend," Foug챔re d'Argent is a bold reimagining of the classic foug챔re, a structure that traditionally revolves around lavender, oakmoss, and coumarin. With oakmoss no longer available, Tom Ford has re-worked the model in a provocative manner, substituting moss with Akigalawood, a Givaudan captive derived from patchouli that has a wonderfully spicy, woodsy bitterness. What emerges from Ford's confident handling is a scent that smells truly masculine ?earthy, herbaceous, and rich, with a radiantly spiced muskiness that billows around its wearer. If there's a scent that sums up everything that is great about old-school-meets-modern-cool masculine grooming, then it's probably Foug챔re d'Argent. The aromatic topnotes of lavender, ginger, and citrus notes give off a formal Savile Row vibe, with the sort of soapy, minty freshness one expects to emanate from a gentleman wearing an impeccably-tailored suit. Akigalawood stands in most competently for the traditional oakmoss, its spicy, mossy sharpness softened by the buttery labdanum amber tucked away into a corner. What marks out this fougere as a particularly modern twist on an old format is its use of coumarin. Whereas in traditional fougeres, the coumarin adds a dry hay-like grassiness, here the coumarin is taken in a sultrier, more oriental direction, emphasizing the musky sweetness of the tonka bean from whence the coumarin was extracted. Fans of aromatic lavender-tonka fragrances ranging from Gris Clair to Tom Ford's own Fucking Fabulous will likely love Foug챔re d'Argent for its bold updating of the fougere structure, but others appreciate it even more for its total lack of gourmandise. Dry, masculine, and admirably unsweet, Foug챔re d'Argent is for the man who effortlessly exudes confidence, no matter what he's wearing or doing.","mandarin, ginger, lavender, cistus, Akigalawood, coumarin  Close Fougere d'Argent by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63568.jpg?width=400&404=product.png,0.1562,0.2083,0.4167,0.1875,0.0312,unknown,,,,0.33,0.67,tom ford private blend|fougere d argent eau de parfum|unknown,,"fougere d'argent eau de parfum tom ford private blend  mandarin, ginger, lavender, cistus, akigalawood, coumarin click here for ingredients 횞close fougere d'argent by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Tobacco Oud Intense Eau de Parfum,TOM FORD Private Blend," Wonderfully soft, intriguingly smooth, the original Tobacco Oud was a soothing, yet thoroughly masculine scent that flirted with darkness, but never truly approached the edge. But sometimes, you don't want to play it safe, and Tobacco Oud Intense is more than happy to oblige, removing the training wheels from the original and amping up the spices, resins, and animalics to deliver a bolder, more daring Tobacco Oud guaranteed to turn heads and raise pulses. A sweeter, spicier vein of coriander pairs with a doubled-dose of castoreum, infusing every moment with raw, animalic magnetism that commands attention without ever turning sour, and the signature tobacco and oud combination is robustly masculine, smokier and unapologetically fiercer, while still displaying a sophisticated woodsiness. Rich and powerful, yet still tuxedo-appropriate, it's another knockout tobacco offering from Tom Ford you won't want to miss.","Coriander, tobacco, oud, labdanum, amber, sandalwood, cedar, tonka, castoreum, patchouli  Close Tobacco Oud Intense by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63567.jpg?width=400&404=product.png,0.1622,0.045,0.7027,0.0,0.0901,unknown,,,,0.25,0.75,tom ford private blend|tobacco oud intense eau de parfum|unknown,,"tobacco oud intense eau de parfum tom ford private blend  coriander, tobacco, oud, labdanum, amber, sandalwood, cedar, tonka, castoreum, patchouli click here for ingredients 횞close tobacco oud intense by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Eau de Soleil Blanc Eau de Toilette,TOM FORD Private Blend," Crisp, radiant, and addictive, Eau de Soleil Blanc is an even fresher, even lighter, even more summery EDT interpretation of Tom Ford's instant beachside classic EDP. With the addition of sparkling citrus to smooth and energize the original's soothingly salty amber tones, Eau de Soleil Blanc takes a scent you'd wear to dream about the beach and transforms it into a scent you ought to wear on the beach itself- a divinely relaxed, fabulously cheerful, sun-kissed coconut floral so evocative we can close our eyes and hear the waves lapping onto the shore. There's no need to wait for the first day of summer- it's already arrived.","Citrus, amber, coconut, beachy floral notes  Close Eau de Soleil Blanc by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63566.jpg?width=400&404=product.png,0.0,0.3469,0.2041,0.1224,0.3265,unknown,,,,1.0,0.0,tom ford private blend|eau de soleil blanc eau de toilette|unknown,,"eau de soleil blanc eau de toilette tom ford private blend  citrus, amber, coconut, beachy floral notes click here for ingredients 횞close eau de soleil blanc by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Fabulous Eau de Parfum,TOM FORD Private Blend," Vulgar, shocking, rude, funny, tongue in cheek....no matter what you think of the name, there's no denying that it's got people talking. But in the kerfuffle over the name, has the fragrance itself been a bit overlooked? We think it might have been. The truth is that Fucking Fabulous is very good. It's an edible but fresh suede scent that borrows a bunch of bitter herbs from old school fougeres, scads of buttery tonka from the gourmand category, and wraps it all up in a musky cashmeran glow. And guess what? Totally works.  Clary sage and lavender top out the scent, their clean, smoky greenness meshing seamlessly with plush orris butter to form a leather note that's both soft and aromatic. Lashings of bittersweet almond and tonka bean beneath give the scent a velvety, almost oily-resinous sweetness, like white chocolate melted down with coffee grounds. The fragrance moves between bitter and sweet, herbal and creamy, powdery and oily over the course of the wear, keeping the journey totally interesting for us. Rumor has it that Tom Ford took one whiff of this creation and exclaimed,밫his is fucking fabulous!뵝 We're inclined to agree. Set your feelings aside for the name, take it out for a ride, and you may agree as well.","Lavender, clary sage, bitter almond, tonka bean, orris root, leather, cashmeran, amber, white woods  Close Fabulous by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63565.jpg?width=400&404=product.png,0.1705,0.0284,0.6193,0.0909,0.0909,unknown,,,,0.5,0.5,tom ford private blend|fabulous eau de parfum|unknown,,"fabulous eau de parfum tom ford private blend  lavender, clary sage, bitter almond, tonka bean, orris root, leather, cashmeran, amber, white woods click here for ingredients 횞close fabulous by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Vanille Fatale Eau de Parfum,TOM FORD Private Blend," Tom Ford doesn't always do vanilla, but when he does, the results are never anything short of spectacular. Enter Vanille Fatale, a purring, prowling, seductively fanged new vanilla scent whose initial subtleties belie the dangerously glamorous depth within. Opening with a quiet but fiery growl of saffron and coriander, Vanille Fatale's mystery soon deepens as a smoky blend of myrrh and olibanum incense begin to cloud the room, draping themselves around a sweet floral bouquet and an increasingly creamy, sensuously full vanilla. As coffee and roasted barley bring a comforting, yet subtly edgy dose of warm and resinous character, a rich mahogany wood keeps everything in balance, providing enough robust unisex woodsiness to make this scent an easy recommendation for men and women alike. And for those of us who prefer a finely-sharpened blade to blunt force, Vanille Fatale is a sotto voce stunner, ideal for drawing the object of your seduction ever closer without shouting over the room. Think of it as the ultimate secret weapon- and deploy it accordingly.","Saffron, coriander, frangipani, narcissus, coffee absolute, mahogany, roasted barley, vanilla, myrhh, olibanum  Close Vanille Fatale by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63563.jpg?width=400&404=product.png,0.0,0.1481,0.8519,0.0,0.0,unknown,,,,0.67,0.33,tom ford private blend|vanille fatale eau de parfum|unknown,,"vanille fatale eau de parfum tom ford private blend  saffron, coriander, frangipani, narcissus, coffee absolute, mahogany, roasted barley, vanilla, myrhh, olibanum click here for ingredients 횞close vanille fatale by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Oud Wood Intense Eau de Parfum,TOM FORD Private Blend," In celebration of the 10th anniversary of Oud Wood, a game-changer in its use of oud for Western perfumery, Tom Ford has come out with a confident, commanding new take with Oud Wood Intense. If you're expecting the same old song but with a different tune, you'll be pleasantly, outrageously surprised ?it's no flanker here. Indeed, with the higher extrait concentration, the amped-up rugged texture is entirely its own doing, with a fresh new set of notes.Don't undermine that word Intense ?the supercharged fragrance opens with a zingy, hydrating burst of aromatics and spices with the addition of piquant cypress, juniper, and angelica root. They combine for an almost citrus-like sweet fresh energy, but always with a slightly bitter, verdant edge. Then, at the heart of Oud Wood Intense, we reach the growling, meaty heart. Layers of ginger add spice while Tom Ford's signature smooth oud sings, but don't be fooled ?this is the most prominently smoky, textured oud of his yet. The castoreum contributes a wonderfully animalic dimension that adds heft and presence akin to Tuscan Leather, but even surpassing it in dark, saturated presence. One of the most exciting additions to the Tom Ford Private Blend line, Oud Wood Intense is a bold statement to add polish to any night out on the town.","Angelica root, ginger, cypress, juniper, oud, castoreum  Close Oud Wood Intense by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63561.jpg?width=400&404=product.png,0.122,0.3659,0.3659,0.0732,0.0732,unknown,,,,0.25,0.75,tom ford private blend|oud wood intense eau de parfum|unknown,,"oud wood intense eau de parfum tom ford private blend  angelica root, ginger, cypress, juniper, oud, castoreum click here for ingredients 횞close oud wood intense by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Sole di Positano Eau de Parfum,TOM FORD Private Blend," There is nothing like the thrill of a good citrus to refresh on a hot summer's day, and this is a superb rendition. Although done very much in the style of Neroli Portofino with its bitter, sun-drenched citrus notes, Sole di Positano offers a more Spring-like variation by adding wet, fresh green notes like lily of the valley and shiso leaf, and a graceful oakmoss drydown that smells like cool shade and oaked wine. But still, this is the Amalfi coast, and the citrus notes reign supreme. The bitter green and yellow fizz of bergamot, bitter orange, lemons, and shiso act like a cold shower on a hot day, drenching the wearer in icy freshness from head to toe. Pull your nose back from the skin, and it is the cool, soapy neroli and orange blossom that lingers most in the air, providing for a clever dual effect of bitter citrus up close and crisp white floral from afar. Arched over a sturdy, mossy base and밼ixed뵝 in place by the florals and herbs, this effect goes on forever. An elegant solution to the usually fleeting pleasure of the eau de cologne!","Calabrian bergamot, bitter orange, mandarin, lemon, shiso leaf, orange blossom, ylang-ylang, jasmine, lily of the valley, neroli, moss  Close Sole di Positano by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63558.jpg?width=400&404=product.png,0.1481,0.5407,0.0,0.2667,0.0444,unknown,,,,1.0,0.0,tom ford private blend|sole di positano eau de parfum|unknown,,"sole di positano eau de parfum tom ford private blend  calabrian bergamot, bitter orange, mandarin, lemon, shiso leaf, orange blossom, ylang-ylang, jasmine, lily of the valley, neroli, moss click here for ingredients 횞close sole di positano by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Oud Wood Body Spray Scented Body Spray,TOM FORD Private Blend," Now, enjoy Tom Ford's most iconic fragrances in an invigorating body spray, delicately scented and perfect for everyday wear. Oud Wood contains a powerful blend of cool spices and smoky woods, softened with a hint of vanilla and tonka bean. The daunting, medicinal and overly animalic facets of oud are toned down, translating the precious agarwood into a darkly elegant element of the perfumer's palette rather than a full-on French-Arabian extravaganza.","Oud, Chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood Atlas, vanilla, tonka bean  Close Oud Wood Body Spray by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63556.jpg?width=400&404=product.png,0.209,0.2836,0.4328,0.0746,0.0,unknown,,,,0.2,0.8,tom ford private blend|oud wood body spray scented body spray|unknown,,"oud wood body spray scented body spray tom ford private blend  oud, chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood atlas, vanilla, tonka bean click here for ingredients 횞close oud wood body spray by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Soleil Blanc Eau de Parfum,TOM FORD Private Blend," What do your most luxurious beachside memories smell like? With Soleil Blanc, the newest scent from Tom Ford's Private Blend collection, the pure, indulgent pleasure of sunbathing on a pristine white sand beach is captured in a fragrance that effortlessly evokes the comforting coconut tones of suntan lotion and the floral-tinged warmth of beachfront breezes, all while adding Tom Ford's trademark touch of opulence. As the creaminess of the coconut begins to fade with the setting sun, a glow of floral amber intensifies, inviting us to savor the natural beauty of the golden hour at the edge of the world. As nostalgic as it is luxurious, Soleil Blanc is a day at the beach as only Tom Ford can do it.","Amber, coconut, beachy floral notes  Close Soleil Blanc by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63543.jpg?width=400&404=product.png,0.0,0.4118,0.5882,0.0,0.0,unknown,,,,1.0,0.0,tom ford private blend|soleil blanc eau de parfum|unknown,,"soleil blanc eau de parfum tom ford private blend  amber, coconut, beachy floral notes click here for ingredients 횞close soleil blanc by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Fleur de Portofino Eau de Parfum,TOM FORD Private Blend," Vibrant, carefree, and captivating, Fleur de Portofino is like an afternoon dozing in the shade of a white acacia tree set atop a sunkissed Mediterranean coastline. From the intense fruity freshness of the bergamot opening, to the rich floral heart of osmanthus and acacia and into the sumptuous, honey soaked drydown, Fleur de Portofino is as comfortably luscious as soft grass and ocean breezes. This is sensuality done right, relaxed and confident and deeply fulfilling. A coastal escape, whenever you need it.","Calabrian bergamot, Sicilian lemon, tangerine, bitter orange leaf, syringa, white acacia, magnolia, orange blossom, Moroccan rose, jasmine, acacia honey, cistus absolute, vanilla absolute, tolu, civet, ambrette seed  Close Fleur de Portofino by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63540.jpg?width=400&404=product.png,0.0877,0.5439,0.1754,0.0526,0.1404,unknown,,,,1.0,0.0,tom ford private blend|fleur de portofino eau de parfum|unknown,,"fleur de portofino eau de parfum tom ford private blend  calabrian bergamot, sicilian lemon, tangerine, bitter orange leaf, syringa, white acacia, magnolia, orange blossom, moroccan rose, jasmine, acacia honey, cistus absolute, vanilla absolute, tolu, civet, ambrette seed click here for ingredients 횞close fleur de portofino by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Patchouli Absolu Eau de Parfum,TOM FORD Private Blend," Patchouli Absolu is Tom Ford's personal ode to an ingredient that is intertwined with his own story. The iconic olfactive note of the 1970s, it evokes louche sensuality and after-dark glamour, as well as the heady blending of masculine and feminine that defined the era. This Eastern oil perfumed the skin of late seventies' glitterati and bohemians alike, pervading the air of jet-set parties with a provocative, dark glamour. Patchouli fragranced the world that was to shape Tom Ford's singular vision of style.Today, Tom Ford reinvents this influential ingredient into a truly vanguard scent for a new era. Patchouli Absolu merges three opulent뵒and distinctly different뵒versions of this iconic plant ingredient. Patchouli oil contributes raw and primal texture; patchouli coeur, the ultra-luxurious, absolute extract of the plant, contributes an elusive and refined earthiness, and a breakthrough iteration of patchouli called Clearwood, used for the very first time in perfumery, is the most exquisite and pure rendition of patchouli's darkly addictive signature ever captured. The merging of these three facets creates the uniquely unconventional heart of the fragrance. They create a prism effect, reflecting off each other to intensify the depth and intrigue that is inherent to patchouli. Patchouli Absolu has a hypnotic signature that pulses with dark mystery.Patchouli Absolu opens with wave upon wave of refined patchouli that coats your skin like dark brown velvet glittering with gold. Spicy sweetness fuses with multi-faceted woods and smokiness to create a lush, deeply sensual mix with enormous warmth. Tom Ford goes beyond the dusty earthiness and blackened camphor of many traditional patchouli fragrances, opting instead for subtle hints of green mosses and a wisp of fresh herbs, all wrapped up with dark woods and golden amber. In the drydown, the spicy, smoky woods turn creamy and soft with a touch of leather that feels like suede. The end result is not only plush, bold, and elegant from start to finish, but a far cry from the dirty, raw scent of the patchouli oils from the 1970s. In short, this is a patchouli fragrance for the 21st century, darkly sensual, luxurious, and sophisticated.","Bay leaf, rosemary, moss, patchouli oil, patchouli coeur, patchouli Clearwood, guaic wood, cypriol, violetwood, cashmere woods, tonka bean, amber, musks, leather  Close Patchouli Absolu by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63536.jpg?width=400&404=product.png,0.2143,0.2,0.5,0.0429,0.0429,unknown,,,,0.4,0.6,tom ford private blend|patchouli absolu eau de parfum|unknown,,"patchouli absolu eau de parfum tom ford private blend  bay leaf, rosemary, moss, patchouli oil, patchouli coeur, patchouli clearwood, guaic wood, cypriol, violetwood, cashmere woods, tonka bean, amber, musks, leather click here for ingredients 횞close patchouli absolu by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Tobacco Oud Eau de Parfum,TOM FORD Private Blend," It was Tom Ford who pioneered the oud note in contemporary Western perfumery way back in 2002 during his tenure as the artistic director of Yves Saint Laurent, with the groundbreaking M7. In 2007, he was still one of the few to showcase it in his own Private Blends with Oud Wood.Along with the latter and Oud Fleur, Tobacco Oud is part of the brand-new밢ud Collection뵝.  And in case you were wondering, any resemblance with Tobacco Vanille ?a firm favorite in the Private Blends ?is most emphatically not coincidental, since Tobacco Oud was composed by the very same perfumer, Olivier Gillotin. Here, the vanilla is ousted by ?obviously ?oud. The tobacco accord is less of a mellow pipe tobacco though it retains the delectable almondy inflection of tonka. Instead, it was inspired by밺okha뵝, a traditional밷lend of herbs, flowers and spice-laden tobacco뵝. And a heady blend it is, matching the fragrant smokes of oud resin and aromatic tobacco, with none of the side effects...If you've been hankering for a darker, sultrier, woodier version of Tobacco Vanille, or like to tame your oud with a touch of sweetness, a whiff of this might turn your head: it's one of Mr. Ford's most addictive offerings to date.","Oud, tobacco dust absolute, coriander, cistus, labdanum, cedarwood, patchouli, sandalwood, roasted organic tonka bean, castoreum  Close Tobacco Oud by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63527.jpg?width=400&404=product.png,0.2642,0.0,0.7358,0.0,0.0,unknown,,,,0.5,0.5,tom ford private blend|tobacco oud eau de parfum|unknown,,"tobacco oud eau de parfum tom ford private blend  oud, tobacco dust absolute, coriander, cistus, labdanum, cedarwood, patchouli, sandalwood, roasted organic tonka bean, castoreum click here for ingredients 횞close tobacco oud by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Oud Wood Eau de Parfum,TOM FORD Private Blend," It was Tom Ford who pioneered the oud note in contemporary Western perfumery way back in 2002 during his tenure as the artistic director of Yves Saint Laurent, with the groundbreaking M7. In 2007, he was still one of the few to showcase it in his own Private Blends. Today, not only has Oud Wood become one of the brand's classics, but it has spawned the brand-new밢ud Collection뵝, built around the original's core accord of oud, sandalwood and patchouli.Oud Wood's packaging may have changed, but fear not: you'll find the same powerful blend of cool spices and smoky woods, softened with a hint of vanilla and tonka bean. The daunting, medicinal and overly animalic facets of oud are toned down, translating the precious agarwood into a darkly elegant element of the perfumer's palette rather than a full-on French-Arabian extravaganza. As chic, urbane and sharply-cut as Mr. Ford's James Bond suits in Skyfall. And just as much of a sexy beast as Daniel Craig.","Oud, Chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood Atlas, vanilla, tonka bean  Close Oud Wood by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63522.jpg?width=400&404=product.png,0.209,0.2836,0.4328,0.0746,0.0,unknown,,,,0.2,0.8,tom ford private blend|oud wood eau de parfum|unknown,,"oud wood eau de parfum tom ford private blend  oud, chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood atlas, vanilla, tonka bean click here for ingredients 횞close oud wood by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
Tuscan Leather Eau de Parfum,TOM FORD Private Blend," In Tom Ford's Tuscan Leather, a smoky, bitter birch-tar leather accord combines with thyme, raspberry, and saffron to create a scent paradox: A perfume that's both clean and sultry, bone-dry and sweet. Although it remains a true leather scent through and through, Tuscan Leather shows its refined, softer side, by letting an herbal, fruity and sheer floral sweetness (night blooming jasmine) break its toughness like a leather jacket that gets softer and more supple with wear. A true unisex fragrance perfect for both day and nighttime.","Leather, olibanum, night blooming jasmine, and black suede  Close Tuscan Leather by TOM FORD Private Blend Ingredients  may change or vary from time to time.  Please  you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63512.jpg?width=400&404=product.png,0.125,0.5,0.25,0.125,0.0,unknown,,,,0.8,0.2,tom ford private blend|tuscan leather eau de parfum|unknown,,"tuscan leather eau de parfum tom ford private blend  leather, olibanum, night blooming jasmine, and black suede click here for ingredients 횞close tuscan leather by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients. ",Polluted Text/Encoding: Matched pattern: [횞챕챦밎밶뱓뵝챦챵]; Matched pattern: Click Here For Ingredients; Matched pattern: Please be aware that ingredient lists; Matched pattern: refer to the ingredient list on the product package; Matched pattern: Ingredients Please
